local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Peripheral blood blast percentage at birth,Peripheral blood blast percentage at birth,encounter,,encounter,Peripheral-blood-blast-percentage-at-birth,Peripheral blood blast percentage at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Hematocrit,Hematocrit,encounter,,encounter,Hematocrit,Hematocrit,http://includedcc.org/fhir/code-systems/measurement_codes,
Gestational age at birth,Gestational age at birth,encounter,,encounter,Gestational-age-at-birth,Gestational age at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Birth weight,Birth weight,encounter,,encounter,Birth-weight,Birth weight,http://includedcc.org/fhir/code-systems/measurement_codes,
"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?","In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",encounter,,encounter,Visit-count-for-year,"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",http://includedcc.org/fhir/code-systems/measurement_codes,
Weight,Body Weight,encounter,,encounter,Weight,Body Weight,http://includedcc.org/fhir/code-systems/measurement_codes,
Height,Body Height,encounter,,encounter,Height,Body Height,http://includedcc.org/fhir/code-systems/measurement_codes,
BMI,Body Mass Index,encounter,,encounter,BMI,Body Mass Index,http://includedcc.org/fhir/code-systems/measurement_codes,
Observed,Condition was observed or reported (this will be the case for most conditions),Condition,Condition Interpretation,Condition Interpretation,confirmed,Confirmed,http://terminology.hl7.org/CodeSystem/condition-ver-status,
Current,Condition is ongoing,Condition,Condition Status,Condition Status,LA9040-2,Ongoing,http://loinc.org,
Resolved,Condition has been resolved,Condition,Condition Status,Condition Status,LA9041-0,Resolved,http://loinc.org,
Father,Father,Participant,Family Relationship,Family Relationship,FTH,father,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Family Relationship,MTH,mother,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Father,Father,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Inverse Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Inverse Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Female,Female,Participant,Sex,Sex,female,Female,http://hl7.org/fhir/administrative-gender,
Male,Male,Participant,Sex,Sex,male,Male,http://hl7.org/fhir/administrative-gender,
Other,Other,Participant,Sex,Sex,other,Other,http://hl7.org/fhir/administrative-gender,
Unknown,Unknown,Participant,Sex,Sex,unknown,Unknown,http://hl7.org/fhir/administrative-gender,
American Indian or Alaska Native,American Indian or Alaska Native,Participant,Race,Race,1002-5,American Indian or Alaska Native,urn:oid:2.16.840.1.113883.6.238,
Asian,Asian,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Black or African American,Black or African American,Participant,Race,Race,2054-5,Black or African American,urn:oid:2.16.840.1.113883.6.238,
More than one race,More than one race,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,Participant,Race,Race,2076-8,Native Hawaiian or Other Pacific Islander,urn:oid:2.16.840.1.113883.6.238,
Other,Other,Participant,Race,Race,OTH,other,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
White,White,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Race,Race,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
East Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,https://hl7.org/fhir/us/core/stu4/CodeSystem-cdcrec.html
Latin American,UK only; do not use for US data,Participant,Race,Race,2178-2,Latin American,urn:oid:2.16.840.1.113883.6.238,
Middle Eastern or North African,UK only; do not use for US data,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
South Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Hispanic or Latino,Hispanic or Latino,Participant,Ethnicity,Ethnicity,2135-2,Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Not Hispanic or Latino,Not Hispanic or Latino,Participant,Ethnicity,Ethnicity,2186-5,Not Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Ethnicity,Ethnicity,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Ethnicity,Ethnicity,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
T21,Trisomy 21 (Down syndrome),Participant,Down Syndrome Status,Down Syndrome Status,8608,Down Syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Dead,Dead,Participant,Outcomes Vital Status,Outcomes Vital Status,LA9627-6,Dead,http://loinc.org,
Alive,Alive,Participant,Outcomes Vital Status,Outcomes Vital Status,LA4247-8,Alive,http://loinc.org,
Unknown or not available,Unknown or not available,Participant,Outcomes Vital Status,Outcomes Vital Status,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
B Cells,B Cells,specimen,Sample Type,Sample Type,C12474,B-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12474
Buffy coat,Buffy coat,specimen,Sample Type,Sample Type,C84507,Buffy Coat,http://purl.obolibrary.org/obo/ncit.owl,
CD4+ Tconv Cells,CD4+ Tconv Cells,specimen,Sample Type,Sample Type,C12537,CD4-Positive T-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12537
CD8+ T Cells,CD8+ T Cells,specimen,Sample Type,Sample Type,C12542,CD8-Positive T-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12542
DNA,DNA,specimen,Sample Type,Sample Type,OBI:0001051,DNA extract,http://purl.obolibrary.org/obo/obi.owl,
Granulocytes,Granulocytes,specimen,Sample Type,Sample Type,C12530,Granulocyte,http://purl.obolibrary.org/obo/ncit.owl,
Monocytes,Monocytes,specimen,Sample Type,Sample Type,C12547,Monocyte,http://purl.obolibrary.org/obo/ncit.owl,
NK Cells,NK Cells,specimen,Sample Type,Sample Type,C12536,Natural Killer Cell,http://purl.obolibrary.org/obo/ncit.owl,
PBMC,PBMC,specimen,Sample Type,Sample Type,C12954,Peripheral Blood Mononuclear Cell Sample,http://purl.obolibrary.org/obo/ncit.owl,
PBMCs,PBMCs,specimen,Sample Type,Sample Type,C12954,Peripheral Blood Mononuclear Cell Sample,http://purl.obolibrary.org/obo/ncit.owl,
Plasma,Plasma,specimen,Sample Type,Sample Type,C13356,Plasma,http://purl.obolibrary.org/obo/ncit.owl,
RNA,RNA,specimen,Sample Type,Sample Type,OBI:0000880,RNA extract,http://purl.obolibrary.org/obo/obi.owl,
Red Blood Cells,Red Blood Cells,specimen,Sample Type,Sample Type,C12521,Erythrocyte,http://purl.obolibrary.org/obo/ncit.owl,
Saliva,Saliva,specimen,Sample Type,Sample Type,Saliva Sample,C174119,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C174119
Tregs,Tregs,specimen,Sample Type,Sample Type,CL:0000815,regulatory T cell,http://purl.obolibrary.org/obo/cl.owl,
WBCs,WBCs,specimen,Sample Type,Sample Type,C12529,Leukocyte,http://purl.obolibrary.org/obo/ncit.owl,
Peripheral Whole Blood,Peripheral Whole Blood,specimen,Sample Type,Sample Type,C17610,Blood Sample,http://purl.obolibrary.org/obo/ncit.owl,
Whole blood,Whole blood,specimen,Sample Type,Sample Type,C17610,Blood Sample,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C17610
NA,NA,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
In,In,specimen,In/Out,In/Out,available,Available,http://hl7.org/fhir/specimen-status,
Out,Out,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
Controlled,Controlled,datafile,Data Access,Data Access,controlled,Controlled,https://includedcc.org/fhir/code-systems/data_access_types,
Open,Open,datafile,Data Access,Data Access,open,Open,https://includedcc.org/fhir/code-systems/data_access_types,
Registered,Registered,datafile,Data Access,Data Access,registered,Registered,https://includedcc.org/fhir/code-systems/data_access_types,
Genomics,Genomics,datafile,Data Category,Data Category,Genomics,Genomics,https://includedcc.org/fhir/code-systems/data_categories,
Transcriptomics,Transcriptomics,datafile,Data Category,Data Category,Transcriptomics,Transcriptomics,https://includedcc.org/fhir/code-systems/data_categories,
Aligned reads,Aligned reads,datafile,Data Type,Data Type,Aligned-Reads,Aligned Reads,https://includedcc.org/fhir/code-systems/data_types,
Aligned reads index,Aligned reads index,datafile,Data Type,Data Type,Aligned-Reads-Index,Aligned Reads Index,https://includedcc.org/fhir/code-systems/data_types,
Annotated Gene Fusion,Annotated Gene Fusion,datafile,Data Type,Data Type,Gene-Fusions,Gene Fusions,https://includedcc.org/fhir/code-systems/data_types,
Gene expression quantifications,Gene expression quantifications,datafile,Data Type,Data Type,Gene-Expression-Quantifications,Gene Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Isoform Expression Quantification,Isoform Expression Quantification,datafile,Data Type,Data Type,Isoform-Expression-Quantifications,Isoform Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Other,Other,datafile,Data Type,Data Type,Other,Other,https://includedcc.org/fhir/code-systems/data_types,
Raw Gene Fusion,Raw Gene Fusion,datafile,Data Type,Data Type,Raw-Gene-Fusions,Raw Gene Fusions,https://includedcc.org/fhir/code-systems/data_types,
Genomic Variant,Genomic Variant,datafile,Data Type,Data Type,gVCF,gVCF,https://includedcc.org/fhir/code-systems/data_types,
Genomic Variant Index,Genomic Variant Index,datafile,Data Type,Data Type,gVCF-Index,gVCF Index,https://includedcc.org/fhir/code-systems/data_types,
Annotated Variant Call,Annotated Variant Call,datafile,Data Type,Data Type,Variant-Calls,Variant Calls,https://includedcc.org/fhir/code-systems/data_types,
Annotated Variant Call Index,Annotated Variant Call Index,datafile,Data Type,Data Type,Variant-Calls-Index,Variant Calls,https://includedcc.org/fhir/code-systems/data_types,
Familial Relationships Report,Familial Relationships Report,datafile,Data Type,Data Type,Peddy-Family-Sex,Peddy - Family/Sex,https://includedcc.org/fhir/code-systems/data_types,
Gene Expression Quantification,Gene Expression Quantification,datafile,Data Type,Data Type,Gene-Expression-Quantifications,Gene Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Genome Aligned Read,Genome Aligned Read,datafile,Data Type,Data Type,Aligned-Reads,Aligned Reads,https://includedcc.org/fhir/code-systems/data_types,
Genome Aligned Read Index,Genome Aligned Read Index,datafile,Data Type,Data Type,Aligned-Reads-Index,Aligned Reads Index,https://includedcc.org/fhir/code-systems/data_types,
Alternative Splicing,Alternative Splicing,datafile,Data Type,Data Type,Alternative-Splicing,Alternative Splicing,https://includedcc.org/fhir/code-systems/data_types,
RNAseq,RNAseq,datafile,Experimental Strategy,Experimental Strategy,RNA-Seq,RNA-Seq,https://includedcc.org/fhir/code-systems/experimental_strategies,
Whole genome sequencing,Whole genome sequencing,datafile,Experimental Strategy,Experimental Strategy,WGS,Whole Genome Sequencing,https://includedcc.org/fhir/code-systems/experimental_strategies,
Obstructive sleep apnea,Obstructive sleep apnea,condition,HPO Code,condition_description,0002870,Obstructive sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Obstructive sleep apnea,obstructive sleep apnea syndrome,condition,MONDO Code,condition_description,0007147,obstructive sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Other diseases of lung,Abnormality of the respiratory system,condition,HPO Code,condition_description,0002086,Abnormality of the respiratory system,http://purl.obolibrary.org/obo/hp.owl,
Other diseases of lung,lung disorder,condition,MONDO Code,condition_description,0005275,lung disorder,http://purl.obolibrary.org/obo/mondo.owl,
Pneumonitis due to inhalation of food or vomitus,aspiration pneumonitis,condition,MONDO Code,condition_description,0002572,aspiration pneumonitis,http://purl.obolibrary.org/obo/mondo.owl,
Intestinal malabsorption,Malabsorption,condition,HPO Code,condition_description,0002024,Malabsorption,http://purl.obolibrary.org/obo/hp.owl,
Intestinal malabsorption,malabsorption syndrome,condition,MONDO Code,condition_description,0020598,malabsorption syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Other derangement of joint,Abnormal joint morphology,condition,HPO Code,condition_description,0001367,Abnormal joint morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of hard tissues of teeth,Abnormality of dental morphology,condition,HPO Code,condition_description,0006482,Abnormality of dental morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of hard tissues of teeth,tooth disorder,condition,MONDO Code,condition_description,0006999,tooth disorder,http://purl.obolibrary.org/obo/mondo.owl,
Lung disease due to external agents,lung disorder,condition,MONDO Code,condition_description,0005275,lung disorder,http://purl.obolibrary.org/obo/mondo.owl,
Dental caries,Carious teeth,condition,HPO Code,condition_description,0000670,Carious teeth,http://purl.obolibrary.org/obo/hp.owl,
Dental caries,dental caries,condition,MONDO Code,condition_description,0005276,dental caries,http://purl.obolibrary.org/obo/mondo.owl,
Impacted cerumen,Impacted cerumen,condition,HPO Code,condition_description,0030788,Impacted cerumen,http://purl.obolibrary.org/obo/hp.owl,
Respiratory insufficiency,Respiratory insufficiency,condition,HPO Code,condition_description,0002093,Respiratory insufficiency,http://purl.obolibrary.org/obo/hp.owl,
Other disorders of external ear,Abnormality of the outer ear,condition,HPO Code,condition_description,0000356,Abnormality of the outer ear,http://purl.obolibrary.org/obo/hp.owl,
Other disorders of external ear,external ear disorder,condition,MONDO Code,condition_description,0002776,external ear disorder,http://purl.obolibrary.org/obo/mondo.owl,
Lack of normal physiological development,Phenotypic abnormality,condition,HPO Code,condition_description,0000118,Phenotypic abnormality,http://purl.obolibrary.org/obo/hp.owl,
Suppurative and unspecified otitis media,Otitis media,condition,HPO Code,condition_description,0000388,Otitis media,http://purl.obolibrary.org/obo/hp.owl,
Suppurative and unspecified otitis media,suppurative otitis media,condition,MONDO Code,condition_description,0005975,suppurative otitis media,http://purl.obolibrary.org/obo/mondo.owl,
Developmental delays and disorders,Global developmental delay,condition,HPO Code,condition_description,0001263,Global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
Developmental delays and disorders,developmental disability,condition,MONDO Code,condition_description,0005287,developmental disability,http://purl.obolibrary.org/obo/mondo.owl,
Down syndrome,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Otitis media,Otitis media,condition,HPO Code,condition_description,0000388,Otitis media,http://purl.obolibrary.org/obo/hp.owl,
Otitis media,otitis media,condition,MONDO Code,condition_description,0005441,otitis media,http://purl.obolibrary.org/obo/mondo.owl,
Symptoms involving nervous and musculoskeletal systems,neuromuscular disease,condition,MONDO Code,condition_description,0019056,neuromuscular disease,http://purl.obolibrary.org/obo/mondo.owl,
Abnormal involuntary movements,Involuntary movements,condition,HPO Code,condition_description,0004305,Involuntary movements,http://purl.obolibrary.org/obo/hp.owl,
Speech and language disorder,Neurological speech impairment,condition,HPO Code,condition_description,0002167,Neurological speech impairment,http://purl.obolibrary.org/obo/hp.owl,
Speech and language disorder,communication disorder,condition,MONDO Code,condition_description,0002182,communication disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hearing loss,Hearing impairment,condition,HPO Code,condition_description,0000365,Hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Hearing loss,hearing loss disorder,condition,MONDO Code,condition_description,0005365,hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Chronic tonsillitis and adenoiditis,Recurrent tonsillitis,condition,HPO Code,condition_description,0011110,Recurrent tonsillitis,http://purl.obolibrary.org/obo/hp.owl,
Chronic tonsillitis and adenoiditis,tonsillitis,condition,MONDO Code,condition_description,0001039,tonsillitis,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac and circulatory congenital anomalies,Abnormality of the cardiovascular system,condition,HPO Code,condition_description,0001626,Abnormality of the cardiovascular system,http://purl.obolibrary.org/obo/hp.owl,
Cardiac and circulatory congenital anomalies,congenital anomaly of cardiovascular system,condition,MONDO Code,condition_description,0024239,congenital anomaly of cardiovascular system,http://purl.obolibrary.org/obo/mondo.owl,
Abnormal thyroid function,Abnormality of thyroid physiology,condition,HPO Code,condition_description,0002926,Abnormality of thyroid physiology,http://purl.obolibrary.org/obo/hp.owl,
Disorders of refraction and accommodation,Abnormality of refraction,condition,HPO Code,condition_description,0000539,Abnormality of refraction,http://purl.obolibrary.org/obo/hp.owl,
Disorders of refraction and accommodation,refractive error,condition,MONDO Code,condition_description,0004892,refractive error,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of male genital organs,Abnormality of the male genitalia,condition,HPO Code,condition_description,0010461,Abnormality of the male genitalia,http://purl.obolibrary.org/obo/hp.owl,
Conductive hearing loss,Conductive hearing impairment,condition,HPO Code,condition_description,0000405,Conductive hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Conductive hearing loss,conductive hearing loss disorder,condition,MONDO Code,condition_description,0020679,conductive hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Sleep disorders,Sleep disturbance,condition,HPO Code,condition_description,0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
Sleep disorders,sleep disorder,condition,MONDO Code,condition_description,0100081,sleep disorder,http://purl.obolibrary.org/obo/mondo.owl,
Aphasia/speech disturbance,Aphasia,condition,HPO Code,condition_description,0002381,Aphasia,http://purl.obolibrary.org/obo/hp.owl,
Aphasia/speech disturbance,aphasia,condition,MONDO Code,condition_description,0000598,aphasia,http://purl.obolibrary.org/obo/mondo.owl,
Eustachian tube disorders,Abnormal Eustachian tube morphology,condition,HPO Code,condition_description,0040115,Abnormal Eustachian tube morphology,http://purl.obolibrary.org/obo/hp.owl,
Eustachian tube disorders,eustachian tube disease,condition,MONDO Code,condition_description,0004866,eustachian tube disorder,http://purl.obolibrary.org/obo/mondo.owl,
Sleep apnea,Sleep apnea,condition,HPO Code,condition_description,0010535,Sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Sleep apnea,sleep apnea syndrome,condition,MONDO Code,condition_description,0005296,sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Flat foot,Pes planus,condition,HPO Code,condition_description,0001763,Pes planus,http://purl.obolibrary.org/obo/hp.owl,
Congenital musculoskeletal deformities of spine,Abnormality of the musculoskeletal system,condition,HPO Code,condition_description,0033127,Abnormality of the musculoskeletal system,http://purl.obolibrary.org/obo/hp.owl,
Congenital musculoskeletal deformities of spine,musculoskeletal system disorder,condition,MONDO Code,condition_description,0002081,musculoskeletal system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Lack of coordination,Abnormality of coordination,condition,HPO Code,condition_description,0011443,Abnormality of coordination,http://purl.obolibrary.org/obo/hp.owl,
Muscle weakness,Muscle weakness,condition,HPO Code,condition_description,0001324,Muscle weakness,http://purl.obolibrary.org/obo/hp.owl,
"Disorders of muscle, ligament, and fascia",Abnormality of the musculoskeletal system,condition,HPO Code,condition_description,0033127,Abnormality of the musculoskeletal system,http://purl.obolibrary.org/obo/hp.owl,
"Disorders of muscle, ligament, and fascia",musculoskeletal system disorder,condition,MONDO Code,condition_description,0002081,musculoskeletal system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Other local infections of skin and subcutaneous tissue,Unusual skin infection,condition,HPO Code,condition_description,0032162,Unusual skin infection,http://purl.obolibrary.org/obo/hp.owl,
Other local infections of skin and subcutaneous tissue,skin infection,condition,MONDO Code,condition_description,0021201,skin infection,http://purl.obolibrary.org/obo/mondo.owl,
Unspecified local infection of skin and subcutaneous tissue,Unusual skin infection,condition,HPO Code,condition_description,0032162,Unusual skin infection,http://purl.obolibrary.org/obo/hp.owl,
Unspecified local infection of skin and subcutaneous tissue,skin infection,condition,MONDO Code,condition_description,0021201,skin infection,http://purl.obolibrary.org/obo/mondo.owl,
Cellulitis and abscess of hand/fingers,Cellulitis,condition,HPO Code,condition_description,0100658,Cellulitis,http://purl.obolibrary.org/obo/hp.owl,
Cellulitis and abscess of hand/fingers,cellulitis,condition,MONDO Code,condition_description,0005230,cellulitis,http://purl.obolibrary.org/obo/mondo.owl,
Cellulitis and abscess of hand/fingers,Abscess,condition,HPO Code,condition_description,0025615,Abscess,http://purl.obolibrary.org/obo/hp.owl,
Cellulitis and abscess of hand/fingers,abscess,condition,MONDO Code,condition_description,0005227,abscess,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of binocular eye movements,Abnormality of binocular vision,condition,HPO Code,condition_description,0011514,Abnormality of binocular vision,http://purl.obolibrary.org/obo/hp.owl,
Nonrheumatic pulmonary valve disorders,Abnormal pulmonary valve morphology,condition,HPO Code,condition_description,0001641,Abnormal pulmonary valve morphology,http://purl.obolibrary.org/obo/hp.owl,
Nonrheumatic pulmonary valve disorders,pulmonary valve disorder,condition,MONDO Code,condition_description,0003628,pulmonary valve disorder,http://purl.obolibrary.org/obo/mondo.owl,
Acute upper respiratory infections of unspecified site,Recurrent upper respiratory tract infections,condition,HPO Code,condition_description,0002788,Recurrent upper respiratory tract infections,http://purl.obolibrary.org/obo/hp.owl,
Asthma unspecified with exacerbation,Asthma,condition,HPO Code,condition_description,0002099,Asthma,http://purl.obolibrary.org/obo/hp.owl,
Asthma unspecified with exacerbation,asthma,condition,MONDO Code,condition_description,0004979,asthma,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac murmurs not elsewhere classified,Heart murmur,condition,HPO Code,condition_description,0030148,Heart murmur,http://purl.obolibrary.org/obo/hp.owl,
Conjunctivitis NOS,Conjunctivitis,condition,HPO Code,condition_description,0000509,Conjunctivitis,http://purl.obolibrary.org/obo/hp.owl,
Conjunctivitis NOS,conjunctivitis,condition,MONDO Code,condition_description,0003799,conjunctivitis,http://purl.obolibrary.org/obo/mondo.owl,
Conjunctivitis unspecified,Conjunctivitis,condition,HPO Code,condition_description,0000509,Conjunctivitis,http://purl.obolibrary.org/obo/hp.owl,
Conjunctivitis unspecified,conjunctivitis,condition,MONDO Code,condition_description,0003799,conjunctivitis,http://purl.obolibrary.org/obo/mondo.owl,
Dermatitis,Inflammatory abnormality of the skin,condition,HPO Code,condition_description,0011123,Inflammatory abnormality of the skin,http://purl.obolibrary.org/obo/hp.owl,
Dermatitis,dermatitis,condition,MONDO Code,condition_description,0002406,dermatitis,http://purl.obolibrary.org/obo/mondo.owl,
Dermatophytosis of scalp and beard,Invasive dermatophyte infection,condition,HPO Code,condition_description,0032516,Invasive dermatophyte infection,http://purl.obolibrary.org/obo/hp.owl,
Dermatophytosis of scalp and beard,dermatophytosis of scalp or beard,condition,MONDO Code,condition_description,0002967,dermatophytosis of scalp or beard,http://purl.obolibrary.org/obo/mondo.owl,
Fever,Fever,condition,HPO Code,condition_description,0001945,Fever,http://purl.obolibrary.org/obo/hp.owl,
Allergy/adverse effect of penicillin,Drug allergy,condition,HPO Code,condition_description,0410323,Drug allergy,http://purl.obolibrary.org/obo/hp.owl,
Allergy/adverse effect of penicillin,drug allergy,condition,MONDO Code,condition_description,0000775,drug allergy,http://purl.obolibrary.org/obo/mondo.owl,
Genitourinary congenital anomalies,Abnormality of the genitourinary system,condition,HPO Code,condition_description,0000119,Abnormality of the genitourinary system,http://purl.obolibrary.org/obo/hp.owl,
Genitourinary congenital anomalies,urogenital tract malformation,condition,MONDO Code,condition_description,0019356,urogenital tract malformation,http://purl.obolibrary.org/obo/mondo.owl,
Dislocation,Joint dislocation,condition,HPO Code,condition_description,0001373,Joint dislocation,http://purl.obolibrary.org/obo/hp.owl,
Strabismus (not specified as paralytic),Strabismus,condition,HPO Code,condition_description,0000486,Strabismus,http://purl.obolibrary.org/obo/hp.owl,
Strabismus (not specified as paralytic),strabismus,condition,MONDO Code,condition_description,0003432,strabismus,http://purl.obolibrary.org/obo/mondo.owl,
Mycoses,Unusual fungal infection,condition,HPO Code,condition_description,0020100,Unusual fungal infection,http://purl.obolibrary.org/obo/hp.owl,
Mycoses,fungal infectious disease,condition,MONDO Code,condition_description,0002041,fungal infectious disease,http://purl.obolibrary.org/obo/mondo.owl,
