local code,text,table_name,parent_varname,local code system,code,display,code system,comment
each,each,specimen,Volume Unit,Volume Unit,,,,
mL,mL,specimen,Volume Unit,Volume Unit,,,,
NA,NA,specimen,Volume Unit,Volume Unit,,,,
uL,uL,specimen,Volume Unit,Volume Unit,,,,
Metabolomics,Metabolomics,datafile,Data Category,Data Category,,,,
Proteomics,Proteomics,datafile,Data Category,Data Category,,,,
Gene Fusions,Gene Fusions,datafile,Data Type,Data Type,,,,
gVCF,gVCF,datafile,Data Type,Data Type,,,,
gVCF Index,gVCF Index,datafile,Data Type,Data Type,,,,
Preprocessed metabolite relative abundance,Preprocessed metabolite relative abundance,datafile,Data Type,Data Type,,,,
Protein abundance (absolute protein concentration),Protein abundance (absolute protein concentration),datafile,Data Type,Data Type,,,,
Variant Calls,Variant Calls,datafile,Data Type,Data Type,,,,
Variant Calls Index,Variant Calls Index,datafile,Data Type,Data Type,,,,
LCMS_Metabolomics,LCMS_Metabolomics,datafile,Experimental Strategy,Experimental Strategy,,,,
Multiplex Immunoassay,Multiplex Immunoassay,datafile,Experimental Strategy,Experimental Strategy,,,,
bai,bai,datafile,File Format,File Format,,,,
bam,bam,datafile,File Format,File Format,,,,
crai,crai,datafile,File Format,File Format,,,,
cram,cram,datafile,File Format,File Format,,,,
fastq,fastq,datafile,File Format,File Format,,,,
gvcf,gvcf,datafile,File Format,File Format,,,,
html,html,datafile,File Format,File Format,,,,
pdf,pdf,datafile,File Format,File Format,,,,
tbi,tbi,datafile,File Format,File Format,,,,
tsv,tsv,datafile,File Format,File Format,,,,
txt,txt,datafile,File Format,File Format,,,,
vcf,vcf,datafile,File Format,File Format,,,,
INCLUDE,INCLUDE,study,Program,Program,,,,
KF,KF,study,Program,Program,,,,
Behavior and Behavior Mechanisms,Behavior and Behavior Mechanisms,study,Research Domain,Research Domain,,,,
Congenital Heart Defects,Congenital Heart Defects,study,Research Domain,Research Domain,,,,
Immune System Diseases,Immune System Diseases,study,Research Domain,Research Domain,,,,
Hematologic Diseases,Hematologic Diseases,study,Research Domain,Research Domain,,,,
Sleep Wake Disorders,Sleep Wake Disorders,study,Research Domain,Research Domain,,,,
All Co-occurring Conditions,All Co-occurring Conditions,study,Research Domain,Research Domain,,,,
Other,Other,study,Research Domain,Research Domain,,,,
Fetal,Fetal,study,Participant Lifespan Stage,Participant Lifespan Stage,,,,
Neonatal,Neonatal,study,Participant Lifespan Stage,Participant Lifespan Stage,,,,
Pediatric,Pediatric,study,Participant Lifespan Stage,Participant Lifespan Stage,,,,
Adult,Adult,study,Participant Lifespan Stage,Participant Lifespan Stage,,,,
Medical Record,Medical Record,study,Clinical Data Source Type,Clinical Data Source Type,,,,
Investigator Assessment,Investigator Assessment,study,Clinical Data Source Type,Clinical Data Source Type,,,,
Participant or Caregiver Report,Participant or Caregiver Report,study,Clinical Data Source Type,Clinical Data Source Type,,,,
Other,Other,study,Clinical Data Source Type,Clinical Data Source Type,,,,
Unknown,Unknown,study,Clinical Data Source Type,Clinical Data Source Type,,,,
Unharmonized Demographic/Clinical Data,Unharmonized Demographic/Clinical Data,study,Expected Data Category,Expected Data Category,,,,
Harmonized Demographic/Clinical Data,Harmonized Demographic/Clinical Data,study,Expected Data Category,Expected Data Category,,,,
Genomics,Genomics,study,Expected Data Category,Expected Data Category,,,,
Transcriptomics,Transcriptomics,study,Expected Data Category,Expected Data Category,,,,
Proteomics,Proteomics,study,Expected Data Category,Expected Data Category,,,,
Metabolomics,Metabolomics,study,Expected Data Category,Expected Data Category,,,,
Cognitive/Behavioral,Cognitive/Behavioral,study,Expected Data Category,Expected Data Category,,,,
Immune Maps,Immune Maps,study,Expected Data Category,Expected Data Category,,,,
Imaging,Imaging,study,Expected Data Category,Expected Data Category,,,,
Microbiome,Microbiome,study,Expected Data Category,Expected Data Category,,,,
Other,Other,study,Expected Data Category,Expected Data Category,,,,
,,study,Study Publication,Study Publication,,,,
,,study,Study Publication,Study Publication,,,,
NDAR,NDAR,study,GUID Type,GUID Type,,,,
Other,Other,study,GUID Type,GUID Type,,,,
No GUID,No GUID,study,GUID Type,GUID Type,,,,
DS-COG-ALL Unharmonized Demographic/Clinical Data,DS-COG-ALL Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
DS-COG-ALL Whole Genome Sequencing,DS-COG-ALL Whole Genome Sequencing,dataset_meta,Dataset Name,Dataset Name,,,,
DS-Connect Unharmonized Demographic/Clinical Data,DS-Connect Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
DS-PCGC Unharmonized Demographic/Clinical Data,DS-PCGC Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
DS-PCGC Whole Genome Sequencing,DS-PCGC Whole Genome Sequencing,dataset_meta,Dataset Name,Dataset Name,,,,
DS360-CHD Unharmonized Demographic/Clinical Data,DS360-CHD Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
DS360-CHD Whole Genome Sequencing ,DS360-CHD Whole Genome Sequencing ,dataset_meta,Dataset Name,Dataset Name,,,,
HTP Plasma Inflammatory Markers (MSD v1),HTP Plasma Inflammatory Markers (MSD v1),dataset_meta,Dataset Name,Dataset Name,,,,
HTP Plasma Metabolomics (v1),HTP Plasma Metabolomics (v1),dataset_meta,Dataset Name,Dataset Name,,,,
HTP Unharmonized Demographic/Clinical Data,HTP Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
HTP Whole Blood RNAseq (v1),HTP Whole Blood RNAseq (v1),dataset_meta,Dataset Name,Dataset Name,,,,
X01-deSmith Unharmonized Demographic/Clinical Data,X01-deSmith Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
X01-deSmith Whole Genome Sequencing,X01-deSmith Whole Genome Sequencing,dataset_meta,Dataset Name,Dataset Name,,,,
X01-Hakonarson RNASeq,X01-Hakonarson RNASeq,dataset_meta,Dataset Name,Dataset Name,,,,
X01-Hakonarson Unharmonized Demographic/Clinical Data,X01-Hakonarson Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Name,Dataset Name,,,,
X01-Hakonarson Whole Genome Sequencing,X01-Hakonarson Whole Genome Sequencing,dataset_meta,Dataset Name,Dataset Name,,,,
TBD,TBD,dataset_meta,Dataset Global ID,Dataset Global ID,,,,
,,dataset_meta,Dataset External ID,Dataset External ID,,,,
 , ,dataset_meta,Dataset External ID,Dataset External ID,,,,
Genomics,Genomics,dataset_meta,Dataset Data Category,Dataset Data Category,,,,
Metabolomics,Metabolomics,dataset_meta,Dataset Data Category,Dataset Data Category,,,,
Proteomics,Proteomics,dataset_meta,Dataset Data Category,Dataset Data Category,,,,
Transcriptomics,Transcriptomics,dataset_meta,Dataset Data Category,Dataset Data Category,,,,
Unharmonized Demographic/Clinical Data,Unharmonized Demographic/Clinical Data,dataset_meta,Dataset Data Category,Dataset Data Category,,,,
,,dataset_meta,Dataset Experimental Strategy,Dataset Experimental Strategy,,,,
Bulk RNA-Seq,Bulk RNA-Seq,dataset_meta,Dataset Experimental Strategy,Dataset Experimental Strategy,,,,
LCMS Metabolomics,LCMS Metabolomics,dataset_meta,Dataset Experimental Strategy,Dataset Experimental Strategy,,,,
Multiplex Immunoassay,Multiplex Immunoassay,dataset_meta,Dataset Experimental Strategy,Dataset Experimental Strategy,,,,
Whole Genome Sequencing,Whole Genome Sequencing,dataset_meta,Dataset Experimental Strategy,Dataset Experimental Strategy,,,,
Illumina,Illumina,dataset_meta,Dataset Experimental Platform,Dataset Experimental Platform,,,,
Illumina NovaSeq,Illumina NovaSeq,dataset_meta,Dataset Experimental Platform,Dataset Experimental Platform,,,,
Meso Scale Discovery,Meso Scale Discovery,dataset_meta,Dataset Experimental Platform,Dataset Experimental Platform,,,,
Ultra high-performance liquid chromatography-mass spectrometry (UHPLC-MS),Ultra high-performance liquid chromatography-mass spectrometry (UHPLC-MS),dataset_meta,Dataset Experimental Platform,Dataset Experimental Platform,,,,
