local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Peripheral blood blast percentage at birth,Peripheral blood blast percentage at birth,encounter,,encounter,Peripheral-blood-blast-percentage-at-birth,Peripheral blood blast percentage at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Hematocrit,Hematocrit,encounter,,encounter,Hematocrit,Hematocrit,http://includedcc.org/fhir/code-systems/measurement_codes,
Gestational age at birth,Gestational age at birth,encounter,,encounter,Gestational-age-at-birth,Gestational age at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Birth weight,Birth weight,encounter,,encounter,Birth-weight,Birth weight,http://includedcc.org/fhir/code-systems/measurement_codes,
"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?","In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",encounter,,encounter,Visit-count-for-year,"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",http://includedcc.org/fhir/code-systems/measurement_codes,
Weight,Body Weight,encounter,,encounter,Weight,Body Weight,http://includedcc.org/fhir/code-systems/measurement_codes,
Height,Body Height,encounter,,encounter,Height,Body Height,http://includedcc.org/fhir/code-systems/measurement_codes,
BMI,Body Mass Index,encounter,,encounter,BMI,Body Mass Index,http://includedcc.org/fhir/code-systems/measurement_codes,
Observed,Condition was observed or reported (this will be the case for most conditions),Condition,Condition Interpretation,Condition Interpretation,confirmed,Confirmed,http://terminology.hl7.org/CodeSystem/condition-ver-status,
Current,Condition is ongoing,Condition,Condition Status,Condition Status,LA9040-2,Ongoing,http://loinc.org,
Resolved,Condition has been resolved,Condition,Condition Status,Condition Status,LA9041-0,Resolved,http://loinc.org,
Father,Father,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Inverse Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Inverse Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Female,Female,Participant,Sex,Sex,female,Female,http://hl7.org/fhir/administrative-gender,
Male,Male,Participant,Sex,Sex,male,Male,http://hl7.org/fhir/administrative-gender,
Other,Other,Participant,Sex,Sex,other,Other,http://hl7.org/fhir/administrative-gender,
Unknown,Unknown,Participant,Sex,Sex,unknown,Unknown,http://hl7.org/fhir/administrative-gender,
American Indian or Alaska Native,American Indian or Alaska Native,Participant,Race,Race,1002-5,American Indian or Alaska Native,urn:oid:2.16.840.1.113883.6.238,
Asian,Asian,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Black or African American,Black or African American,Participant,Race,Race,2054-5,Black or African American,urn:oid:2.16.840.1.113883.6.238,
More than one race,More than one race,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,Participant,Race,Race,2076-8,Native Hawaiian or Other Pacific Islander,urn:oid:2.16.840.1.113883.6.238,
Other,Other,Participant,Race,Race,OTH,other,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
White,White,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Race,Race,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
East Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,https://hl7.org/fhir/us/core/stu4/CodeSystem-cdcrec.html
Latin American,UK only; do not use for US data,Participant,Race,Race,2178-2,Latin American,urn:oid:2.16.840.1.113883.6.238,
Middle Eastern or North African,UK only; do not use for US data,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
South Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Hispanic or Latino,Hispanic or Latino,Participant,Ethnicity,Ethnicity,2135-2,Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Not Hispanic or Latino,Not Hispanic or Latino,Participant,Ethnicity,Ethnicity,2186-5,Not Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Ethnicity,Ethnicity,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Ethnicity,Ethnicity,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
T21,Trisomy 21 (Down syndrome),Participant,Down Syndrome Status,Down Syndrome Status,8608,Down Syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Dead,Dead,Participant,Outcomes Vital Status,Outcomes Vital Status,LA9627-6,Dead,http://loinc.org,
Alive,Alive,Participant,Outcomes Vital Status,Outcomes Vital Status,LA4247-8,Alive,http://loinc.org,
Unknown or not available,Unknown or not available,Participant,Outcomes Vital Status,Outcomes Vital Status,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
B Cells,B Cells,specimen,Sample Type,Sample_Type,C12474,B-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12474
Buffy coat,Buffy coat,specimen,Sample Type,Sample_Type,C84507,Buffy Coat,http://purl.obolibrary.org/obo/ncit.owl,
CD4+ Tconv Cells,CD4+ Tconv Cells,specimen,Sample Type,Sample_Type,C12537,CD4-Positive T-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12537
CD8+ T Cells,CD8+ T Cells,specimen,Sample Type,Sample_Type,C12542,CD8-Positive T-Lymphocyte,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C12542
DNA,DNA,specimen,Sample Type,Sample Type,OBI:0001051,DNA extract,http://purl.obolibrary.org/obo/obi.owl,
Granulocytes,Granulocytes,specimen,Sample Type,Sample_Type,C12530,Granulocyte,http://purl.obolibrary.org/obo/ncit.owl,
Monocytes,Monocytes,specimen,Sample Type,Sample_Type,C12547,Monocyte,http://purl.obolibrary.org/obo/ncit.owl,
NK Cells,NK Cells,specimen,Sample Type,Sample_Type,C12536,Natural Killer Cell,http://purl.obolibrary.org/obo/ncit.owl,
PBMC,PBMC,specimen,Sample Type,Sample Type,C12954,Peripheral Blood Mononuclear Cell Sample,http://purl.obolibrary.org/obo/ncit.owl,
PBMCs,PBMCs,specimen,Sample Type,Sample Type,C12954,Peripheral Blood Mononuclear Cell Sample,http://purl.obolibrary.org/obo/ncit.owl,
Plasma,Plasma,specimen,Sample Type,Sample_Type,C13356,Plasma,http://purl.obolibrary.org/obo/ncit.owl,
RNA,RNA,specimen,Sample Type,Sample Type,OBI:0000880,RNA extract,http://purl.obolibrary.org/obo/obi.owl,
Red Blood Cells,Red Blood Cells,specimen,Sample Type,Sample_Type,C12521,Erythrocyte,http://purl.obolibrary.org/obo/ncit.owl,
Saliva,Saliva,specimen,Sample Type,Sample Type,Saliva Sample,C174119,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C174119
Tregs,Tregs,specimen,Sample Type,Sample_Type,CL:0000815,regulatory T cell,http://purl.obolibrary.org/obo/cl.owl,
WBCs,WBCs,specimen,Sample Type,Sample_Type,C12529,Leukocyte,http://purl.obolibrary.org/obo/ncit.owl,
Peripheral Whole Blood,Peripheral Whole Blood,specimen,Sample Type,Sample Type,C17610,Blood Sample,http://purl.obolibrary.org/obo/ncit.owl,
Whole blood,Whole blood,specimen,Sample Type,Sample_Type,C17610,Blood Sample,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C17610
NA,NA,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
In,In,specimen,In/Out,In/Out,available,Available,http://hl7.org/fhir/specimen-status,
Out,Out,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
Controlled,Controlled,datafile,Data Access,Data Access,controlled,Controlled,https://includedcc.org/fhir/code-systems/data_access_types,
Open,Open,datafile,Data Access,Data Access,open,Open,https://includedcc.org/fhir/code-systems/data_access_types,
Registered,Registered,datafile,Data Access,Data Access,registered,Registered,https://includedcc.org/fhir/code-systems/data_access_types,
Genomics,Genomics,datafile,Data Category,Data Category,Genomics,Genomics,https://includedcc.org/fhir/code-systems/data_categories,
Transcriptomics,Transcriptomics,datafile,Data Category,Data Category,Transcriptomics,Transcriptomics,https://includedcc.org/fhir/code-systems/data_categories,
Aligned reads,Aligned reads,datafile,Data Type,Data Type,Aligned-Reads,Aligned Reads,https://includedcc.org/fhir/code-systems/data_types,
Aligned reads index,Aligned reads index,datafile,Data Type,Data Type,Aligned-Reads-Index,Aligned Reads Index,https://includedcc.org/fhir/code-systems/data_types,
Annotated Gene Fusion,Annotated Gene Fusion,datafile,Data Type,Data Type,Gene-Fusions,Gene Fusions,https://includedcc.org/fhir/code-systems/data_types,
Gene expression quantifications,Gene expression quantifications,datafile,Data Type,Data Type,Gene-Expression-Quantifications,Gene Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Isoform Expression Quantification,Isoform Expression Quantification,datafile,Data Type,Data Type,Isoform-Expression-Quantifications,Isoform Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Other,Other,datafile,Data Type,Data Type,Other,Other,https://includedcc.org/fhir/code-systems/data_types,
Raw Gene Fusion,Raw Gene Fusion,datafile,Data Type,Data Type,Raw-Gene-Fusions,Raw Gene Fusions,https://includedcc.org/fhir/code-systems/data_types,
Genomic Variant,Genomic Variant,datafile,Data Type,Data Type,gVCF,gVCF,https://includedcc.org/fhir/code-systems/data_types,
Genomic Variant Index,Genomic Variant Index,datafile,Data Type,Data Type,gVCF-Index,gVCF Index,https://includedcc.org/fhir/code-systems/data_types,
Annotated Variant Call,Annotated Variant Call,datafile,Data Type,Data Type,Variant-Calls,Variant Calls,https://includedcc.org/fhir/code-systems/data_types,
Annotated Variant Call Index,Annotated Variant Call Index,datafile,Data Type,Data Type,Variant-Calls-Index,Variant Calls,https://includedcc.org/fhir/code-systems/data_types,
Familial Relationships Report,Familial Relationships Report,datafile,Data Type,Data Type,Peddy-Family-Sex,Peddy - Family/Sex,https://includedcc.org/fhir/code-systems/data_types,
Gene Expression Quantification,Gene Expression Quantification,datafile,Data Type,Data Type,Gene-Expression-Quantifications,Gene Expression Quantifications,https://includedcc.org/fhir/code-systems/data_types,
Genome Aligned Read,Genome Aligned Read,datafile,Data Type,Data Type,Aligned-Reads,Aligned Reads,https://includedcc.org/fhir/code-systems/data_types,
Genome Aligned Read Index,Genome Aligned Read Index,datafile,Data Type,Data Type,Aligned-Reads-Index,Aligned Reads Index,https://includedcc.org/fhir/code-systems/data_types,
Alternative Splicing,Alternative Splicing,datafile,Data Type,Data Type,Alternative-Splicing,Alternative Splicing,https://includedcc.org/fhir/code-systems/data_types,
RNAseq,RNAseq,datafile,Experimental Strategy,Experimental Strategy,RNA-Seq,RNA-Seq,https://includedcc.org/fhir/code-systems/experimental_strategies,
Whole genome sequencing,Whole genome sequencing,datafile,Experimental Strategy,Experimental Strategy,WGS,Whole Genome Sequencing,https://includedcc.org/fhir/code-systems/experimental_strategies,
Depression,Depression,condition,HPO Code,condition_description,0000716,Depression,http://purl.obolibrary.org/obo/hp.owl,
Depression,depressive disorder,condition,MONDO Code,condition_description,0002050,depressive disorder,http://purl.obolibrary.org/obo/mondo.owl,
Bipolar Disorder,Bipolar affective disorder,condition,HPO Code,condition_description,0007302,Bipolar affective disorder,http://purl.obolibrary.org/obo/hp.owl,
Bipolar Disorder,bipolar disorder,condition,MONDO Code,condition_description,0004985,bipolar disorder,http://purl.obolibrary.org/obo/mondo.owl,
Cataracts,Cataract,condition,HPO Code,condition_description,0000518,Cataract,http://purl.obolibrary.org/obo/hp.owl,
Cataracts,cataract (disease),condition,MONDO Code,condition_description,0005129,cataract,http://purl.obolibrary.org/obo/mondo.owl,
Vision - Normal with correction,vision treatment,condition,MAXO Code,condition_description,0025003,vision treatment,http://purl.obolibrary.org/obo/maxo.owl,
Hearing - normal with hearing aid(s),Hearing impairment,condition,HPO Code,condition_description,0000365,Hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Hearing - normal with hearing aid(s),hearing loss disorder,condition,MONDO Code,condition_description,0005365,hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hearing - normal with hearing aid(s),hearing aid usage,condition,MAXO Code,condition_description,0009030,hearing aid usage,http://purl.obolibrary.org/obo/maxo.owl,
Cardiovascular condition,Abnormal cardiovascular system physiology,condition,HPO Code,condition_description,0011025,Abnormal cardiovascular system physiology,http://purl.obolibrary.org/obo/hp.owl,
Cardiovascular condition,cardiovascular disorder,condition,MONDO Code,condition_description,0004995,cardiovascular disorder,http://purl.obolibrary.org/obo/mondo.owl,
VSD,Ventricular septal defect,condition,HPO Code,condition_description,0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/hp.owl,
VSD,ventricular septal defect (disease),condition,MONDO Code,condition_description,0002070,ventricular septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Other congenital heart disease,Abnormal heart morphology,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Other congenital heart disease,congenital heart disease,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
Hyperlipidemia,Hyperlipidemia,condition,HPO Code,condition_description,0003077,Hyperlipidemia,http://purl.obolibrary.org/obo/hp.owl,
Hyperlipidemia,hyperlipidemia,condition,MONDO Code,condition_description,0021187,hyperlipidemia,http://purl.obolibrary.org/obo/mondo.owl,
Pneumonia,Pneumonia,condition,HPO Code,condition_description,0002090,Pneumonia,http://purl.obolibrary.org/obo/hp.owl,
Pneumonia,pneumonia,condition,MONDO Code,condition_description,0005249,pneumonia,http://purl.obolibrary.org/obo/mondo.owl,
Obstructive sleep apnea,Obstructive sleep apnea,condition,HPO Code,condition_description,0002870,Obstructive sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Obstructive sleep apnea,obstructive sleep apnea syndrome,condition,MONDO Code,condition_description,0007147,obstructive sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Fracture,Bone fracture,condition,HPO Code,condition_description,0020110,Bone fracture,http://purl.obolibrary.org/obo/hp.owl,
Fracture,bone fracture,condition,MONDO Code,condition_description,0005315,bone fracture,http://purl.obolibrary.org/obo/mondo.owl,
Incontinence,Impaired continence,condition,HPO Code,condition_description,0031064,Impaired continence,http://purl.obolibrary.org/obo/hp.owl,
Incontinence,psychotropic agent therapy,condition,MAXO Code,condition_description,0001022,psychotropic agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Cardiac surgery,cardiac surgery,condition,MAXO Code,condition_description,0025001,cardiac surgery,http://purl.obolibrary.org/obo/maxo.owl,
Other Surgery,surgical procedure,condition,MAXO Code,condition_description,0000004,surgical procedure,http://purl.obolibrary.org/obo/maxo.owl,
Anti-anxiety Medications,anxiolytic agent therapy,condition,MAXO Code,condition_description,0000163,anxiolytic agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Antidepressants,antidepressant agent therapy,condition,MAXO Code,condition_description,0000160,antidepressant agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Anti-epileptic Medications,anticonvulsant agent therapy,condition,MAXO Code,condition_description,0000167,anticonvulsant agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Antipsychotic Medications,antipsychotic agent therapy,condition,MAXO Code,condition_description,0000166,antipsychotic agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Proton Pump Inhibitors,proton pump inhibitor agent therapy,condition,MAXO Code,condition_description,0000272,proton pump inhibitor agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Statins (Cholesterol Lowering),HMG-CoA reductase inhibitor therapy,condition,MAXO Code,condition_description,0000739,HMG-CoA reductase inhibitor therapy,http://purl.obolibrary.org/obo/maxo.owl,
Karyotype - Trisomy 21,complete trisomy 21,condition,MONDO Code,condition_description,0700030,complete trisomy 21,http://purl.obolibrary.org/obo/mondo.owl,
Anxiety Disorder/OCD,anxiety disorder,condition,MONDO Code,condition_description,0005618,anxiety disorder,http://purl.obolibrary.org/obo/mondo.owl,
Psoriasis,Psoriasiform dermatitis,condition,HPO Code,condition_description,0003765,Psoriasiform dermatitis,http://purl.obolibrary.org/obo/hp.owl,
Psoriasis,psoriasis,condition,MONDO Code,condition_description,0005083,psoriasis,http://purl.obolibrary.org/obo/mondo.owl,
Osteoporosis/Osteopenia,Reduced bone mineral density,condition,HPO Code,condition_description,0004349,Reduced bone mineral density,http://purl.obolibrary.org/obo/hp.owl,
Osteoporosis/Osteopenia,osteoporosis,condition,MONDO Code,condition_description,0005298,osteoporosis,http://purl.obolibrary.org/obo/mondo.owl,
Hypothyroidism,Hypothyroidism,condition,HPO Code,condition_description,0000821,Hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
Hypothyroidism,hypothyroidism,condition,MONDO Code,condition_description,0005420,hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Thyroid Replacement Medications,thyroid-modifying hormonal agent therapy,condition,MAXO Code,condition_description,0000284,thyroid-modifying hormonal agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
ASD,Atrial septal defect,condition,HPO Code,condition_description,0001631,Atrial septal defect,http://purl.obolibrary.org/obo/hp.owl,
ASD,atrial septal defect,condition,MONDO Code,condition_description,0006664,atrial septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Hypertension,Hypertension,condition,HPO Code,condition_description,0000822,Hypertension,http://purl.obolibrary.org/obo/hp.owl,
Hypertension,hypertensive disorder,condition,MONDO Code,condition_description,0005044,hypertensive disorder,http://purl.obolibrary.org/obo/mondo.owl,
Rosacea,Facial erythema,condition,HPO Code,condition_description,0001041,Facial erythema,http://purl.obolibrary.org/obo/hp.owl,
Rosacea,rosacea,condition,MONDO Code,condition_description,0006604,rosacea,http://purl.obolibrary.org/obo/mondo.owl,
Diabetes - Type 2 (adult onset),Type II diabetes mellitus,condition,HPO Code,condition_description,0005978,Type II diabetes mellitus,http://purl.obolibrary.org/obo/hp.owl,
Diabetes - Type 2 (adult onset),type 2 diabetes mellitus,condition,MONDO Code,condition_description,0005148,type 2 diabetes mellitus,http://purl.obolibrary.org/obo/mondo.owl,
Vitamin D deficiency,Low levels of vitamin D,condition,HPO Code,condition_description,0100512,Low levels of vitamin D,http://purl.obolibrary.org/obo/hp.owl,
Vitamin D deficiency,vitamin D deficiency,condition,MONDO Code,condition_description,0100471,vitamin D deficiency,http://purl.obolibrary.org/obo/mondo.owl,
Schizophrenia/Psychosis,psychotic disorder,condition,MONDO Code,condition_description,0005485,psychotic disorder,http://purl.obolibrary.org/obo/mondo.owl,
Osteoarthritis,Osteoarthritis,condition,HPO Code,condition_description,0002758,Osteoarthritis,http://purl.obolibrary.org/obo/hp.owl,
Osteoarthritis,osteoarthritis,condition,MONDO Code,condition_description,0005178,osteoarthritis,http://purl.obolibrary.org/obo/mondo.owl,
Atlanto-axial (C1-C2) subluxation,Atlantoaxial instability,condition,HPO Code,condition_description,0003467,Atlantoaxial instability,http://purl.obolibrary.org/obo/hp.owl,
Leukemia,Leukemia,condition,HPO Code,condition_description,0001909,Leukemia,http://purl.obolibrary.org/obo/hp.owl,
Leukemia,leukemia,condition,MONDO Code,condition_description,0005059,leukemia,http://purl.obolibrary.org/obo/mondo.owl,
Vitamin B12 deficiency,Vitamin B12 deficiency,condition,HPO Code,condition_description,0100502,Vitamin B12 deficiency,http://purl.obolibrary.org/obo/hp.owl,
Vitamin B12 deficiency,vitamin B12 deficiency,condition,MONDO Code,condition_description,0020696,vitamin B12 deficiency,http://purl.obolibrary.org/obo/mondo.owl,
Hormone replacement therapy (HRT),sex hormone modifying agent therapy,condition,MAXO Code,condition_description,0000282,sex hormone modifying agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Autoimmune Conditions Other,Autoimmunity,condition,HPO Code,condition_description,0002960,Autoimmunity,http://purl.obolibrary.org/obo/hp.owl,
Autoimmune Conditions Other,autoimmune disease,condition,MONDO Code,condition_description,0007179,autoimmune disease,http://purl.obolibrary.org/obo/mondo.owl,
Karyotype - Translocation,translocation Down syndrome,condition,MONDO Code,condition_description,0700128,translocation Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Tetralogy of Fallot,Tetralogy of Fallot,condition,HPO Code,condition_description,0001636,Tetralogy of Fallot,http://purl.obolibrary.org/obo/hp.owl,
Tetralogy of Fallot,tetralogy of fallot,condition,MONDO Code,condition_description,0008542,tetralogy of fallot,http://purl.obolibrary.org/obo/mondo.owl,
Urinary Tract Infection,Recurrent urinary tract infections,condition,HPO Code,condition_description,0000010,Recurrent urinary tract infections,http://purl.obolibrary.org/obo/hp.owl,
Urinary Tract Infection,urinary tract infection,condition,MONDO Code,condition_description,0100338,urinary tract infection,http://purl.obolibrary.org/obo/mondo.owl,
Vision - Impaired,Abnormality of vision,condition,HPO Code,condition_description,0000504,Abnormality of vision,http://purl.obolibrary.org/obo/hp.owl,
Vision - Impaired,disorder of visual system,condition,MONDO Code,condition_description,0024458,disorder of visual system,http://purl.obolibrary.org/obo/mondo.owl,
AV canal,Atrioventricular canal defect,condition,HPO Code,condition_description,0006695,Atrioventricular canal defect,http://purl.obolibrary.org/obo/hp.owl,
AV canal,atrioventricular septal defect,condition,MONDO Code,condition_description,0020290,atrioventricular septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Gout,Gout,condition,HPO Code,condition_description,0001997,Gout,http://purl.obolibrary.org/obo/hp.owl,
Gout,gout,condition,MONDO Code,condition_description,0005393,gout,http://purl.obolibrary.org/obo/mondo.owl,
Acetylcholinesterase Inhibitors,acetylcholinesterase inhibitor therapy,condition,MAXO Code,condition_description,0000645,acetylcholinesterase inhibitor therapy,http://purl.obolibrary.org/obo/maxo.owl,
Karyotype - Mosaicism,mosaic trisomy 21,condition,MONDO Code,condition_description,0700127,mosaic trisomy 21,http://purl.obolibrary.org/obo/mondo.owl,
Seizure Disorder,Seizure,condition,HPO Code,condition_description,0001250,Seizure,http://purl.obolibrary.org/obo/hp.owl,
Syncope,Syncope,condition,HPO Code,condition_description,0001279,Syncope,http://purl.obolibrary.org/obo/hp.owl,
Anemia - Iron deficiency,Iron deficiency anemia,condition,HPO Code,condition_description,0001891,Iron deficiency anemia,http://purl.obolibrary.org/obo/hp.owl,
Anemia - Iron deficiency,iron deficiency anemia,condition,MONDO Code,condition_description,0001356,iron deficiency anemia,http://purl.obolibrary.org/obo/mondo.owl,
Tremor,Tremor,condition,HPO Code,condition_description,0001337,Tremor,http://purl.obolibrary.org/obo/hp.owl,
Hyperthyroidism,Hyperthyroidism,condition,HPO Code,condition_description,0000836,Hyperthyroidism,http://purl.obolibrary.org/obo/hp.owl,
Hyperthyroidism,hyperthyroidism,condition,MONDO Code,condition_description,0004425,hyperthyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Celiac Disease,Celiac disease,condition,HPO Code,condition_description,0002608,Celiac disease,http://purl.obolibrary.org/obo/hp.owl,
Celiac Disease,celiac disease,condition,MONDO Code,condition_description,0005130,celiac disease,http://purl.obolibrary.org/obo/mondo.owl,
Thyroid surgery,thyroidectomy,condition,MAXO Code,condition_description,0001080,thyroidectomy,http://purl.obolibrary.org/obo/maxo.owl,
Bone surgery,orthopedic surgery,condition,MAXO Code,condition_description,0000479,orthopedic surgery,http://purl.obolibrary.org/obo/maxo.owl,
Dementia,Dementia,condition,HPO Code,condition_description,0000726,Dementia,http://purl.obolibrary.org/obo/hp.owl,
Dementia,dementia,condition,MONDO Code,condition_description,0001627,dementia,http://purl.obolibrary.org/obo/mondo.owl,
Alopecia (areata or universalis),Alopecia,condition,HPO Code,condition_description,0001596,Alopecia,http://purl.obolibrary.org/obo/hp.owl,
Alopecia (areata or universalis),alopecia,condition,MONDO Code,condition_description,0004907,alopecia,http://purl.obolibrary.org/obo/mondo.owl,
Hashimoto's Thyroiditis,Hashimoto thyroiditis,condition,HPO Code,condition_description,0000872,Hashimoto thyroiditis,http://purl.obolibrary.org/obo/hp.owl,
Hashimoto's Thyroiditis,Hashimoto thyroiditis,condition,MONDO Code,condition_description,0007699,Hashimoto thyroiditis,http://purl.obolibrary.org/obo/mondo.owl,
Stroke,Stroke,condition,HPO Code,condition_description,0001297,Stroke,http://purl.obolibrary.org/obo/hp.owl,
Stroke,stroke disorder,condition,MONDO Code,condition_description,0005098,stroke disorder,http://purl.obolibrary.org/obo/mondo.owl,
