local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Peripheral blood blast percentage at birth,Peripheral blood blast percentage at birth,encounter,,encounter,Peripheral-blood-blast-percentage-at-birth,Peripheral blood blast percentage at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Hematocrit,Hematocrit,encounter,,encounter,Hematocrit,Hematocrit,http://includedcc.org/fhir/code-systems/measurement_codes,
Gestational age at birth,Gestational age at birth,encounter,,encounter,Gestational-age-at-birth,Gestational age at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Birth weight,Birth weight,encounter,,encounter,Birth-weight,Birth weight,http://includedcc.org/fhir/code-systems/measurement_codes,
"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?","In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",encounter,,encounter,Visit-count-for-year,"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",http://includedcc.org/fhir/code-systems/measurement_codes,
Weight,Body Weight,encounter,,encounter,Weight,Body Weight,http://includedcc.org/fhir/code-systems/measurement_codes,
Height,Body Height,encounter,,encounter,Height,Body Height,http://includedcc.org/fhir/code-systems/measurement_codes,
BMI,Body Mass Index,encounter,,encounter,BMI,Body Mass Index,http://includedcc.org/fhir/code-systems/measurement_codes,
INCLUDE,INCLUDE,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
ABC-DS,ABC-DS,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
BRI-DSR,BRI-DSR,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
DSC,DSC,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
DS-Sleep,DS-Sleep,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
HTP,HTP,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
X01-deSmith,X01-deSmith,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
X01-Hakonarson,X01-Hakonarson,study,,IncludeProgram,INCLUDE,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
Observed,Condition was observed or reported (this will be the case for most conditions),Condition,Condition Interpretation,Condition Interpretation,confirmed,Confirmed,http://terminology.hl7.org/CodeSystem/condition-ver-status,
Current,Condition is ongoing,Condition,Condition Status,Condition Status,LA9040-2,Ongoing,http://loinc.org,
Resolved,Condition has been resolved,Condition,Condition Status,Condition Status,LA9041-0,Resolved,http://loinc.org,
Father,Father,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Inverse Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Inverse Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Female,Female,Participant,Sex,Sex,female,Female,http://hl7.org/fhir/administrative-gender,
Male,Male,Participant,Sex,Sex,male,Male,http://hl7.org/fhir/administrative-gender,
Other,Other,Participant,Sex,Sex,other,Other,http://hl7.org/fhir/administrative-gender,
Unknown,Unknown,Participant,Sex,Sex,unknown,Unknown,http://hl7.org/fhir/administrative-gender,
American Indian or Alaska Native,American Indian or Alaska Native,Participant,Race,Race,1002-5,American Indian or Alaska Native,urn:oid:2.16.840.1.113883.6.238,
Asian,Asian,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Black or African American,Black or African American,Participant,Race,Race,2054-5,Black or African American,urn:oid:2.16.840.1.113883.6.238,
More than one race,More than one race,Participant,Race,Race,2131-1,Other Race,urn:oid:2.16.840.1.113883.6.238,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,Participant,Race,Race,2076-8,Native Hawaiian or Other Pacific Islander,urn:oid:2.16.840.1.113883.6.238,
Other,Other,Participant,Race,Race,OTH,other,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
White,White,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Race,Race,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
East Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,https://hl7.org/fhir/us/core/stu4/CodeSystem-cdcrec.html
Latin American,UK only; do not use for US data,Participant,Race,Race,2178-2,Latin American,urn:oid:2.16.840.1.113883.6.238,
Middle Eastern or North African,UK only; do not use for US data,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
South Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Hispanic or Latino,Hispanic or Latino,Participant,Ethnicity,Ethnicity,2135-2,Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Not Hispanic or Latino,Not Hispanic or Latino,Participant,Ethnicity,Ethnicity,2186-5,Not Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Ethnicity,Ethnicity,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Ethnicity,Ethnicity,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
T21,Trisomy 21 (Down syndrome),Participant,Down Syndrome Status,Down Syndrome Status,0008608,Down Syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Dead,Dead,Participant,Outcomes Vital Status,Outcomes Vital Status,LA9627-6,Dead,http://loinc.org,
Alive,Alive,Participant,Outcomes Vital Status,Outcomes Vital Status,LA4247-8,Alive,http://loinc.org,
Unknown or not available,Unknown or not available,Participant,Outcomes Vital Status,Outcomes Vital Status,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Diagnosis of Down Syndrome - yes,Diagnosis of Down Syndrome - yes,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
hypothyroidism,hypothyroidism,condition,HPO Code,condition_description,0000821,Hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
hypothyroidism,hypothyroidism,condition,MONDO Code,condition_description,0005420,hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
food allergies,food allergies,condition,HPO Code,condition_description,0500093,Food allergy,http://purl.obolibrary.org/obo/hp.owl,
food allergies,food allergies,condition,MONDO Code,condition_description,0005271,allergic disease,http://purl.obolibrary.org/obo/mondo.owl,
asthma,Asthma,condition,HPO Code,condition_description,0002099,Asthma,http://purl.obolibrary.org/obo/hp.owl,
asthma,asthma,condition,MONDO Code,condition_description,0004979,asthma,http://purl.obolibrary.org/obo/mondo.owl,
type 2 diabetes,type 2 diabetes,condition,HPO Code,condition_description,0005978,Type II diabetes mellitus,http://purl.obolibrary.org/obo/hp.owl,
type 2 diabetes,type 2 diabetes,condition,MONDO Code,condition_description,0005148,type 2 diabetes mellitus,http://purl.obolibrary.org/obo/mondo.owl,
hypertension,hypertension,condition,HPO Code,condition_description,0000822,Hypertension,http://purl.obolibrary.org/obo/hp.owl,
hypertension,hypertension,condition,MONDO Code,condition_description,0005044,hypertensive disorder,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever had heart or blood vessel surgery or a cardiac catheterization? - yes,Has the participant ever had heart or blood vessel surgery or a cardiac catheterization? - yes,conding,MAXO Code,condition_description,0025001,cardiac surgery,http://purl.obolibrary.org/obo/maxo.owl,
NDAR,NDAR,study,guid_type,GUID type,ndar,NDAR,https://includedcc.org/fhir/code-systems/guid_type,
Other,Other,study,guid_type,GUID type,other,Other,https://includedcc.org/fhir/code-systems/guid_type,
None,None,study,guid_type,GUID type,none,None,https://includedcc.org/fhir/code-systems/guid_type,
Study Code,Study Code,study,study_meta,Study Page Codes,study-code,Study Code,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Title,Study Title,study,study_meta,Study Page Codes,study-title,Study Title,https://includedcc.org/fhir/code-systems/study_page_codes,
Program,Program,study,study_meta,Study Page Codes,program,Program,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Description,Study Description,study,study_meta,Study Page Codes,study-description,Study Description,https://includedcc.org/fhir/code-systems/study_page_codes,
Principal Investigator Name,Principal Investigator Name,study,study_meta,Study Page Codes,principal-investigator-name,Principal Investigator Name,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Contact Name,Study Contact Name,study,study_meta,Study Page Codes,study-contact-name,Study Contact Name,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Contact Institution,Study Contact Institution,study,study_meta,Study Page Codes,study-contact-institution,Study Contact Institution,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Contact Email,Study Contact Email,study,study_meta,Study Page Codes,study-contact-email,Study Contact Email,https://includedcc.org/fhir/code-systems/study_page_codes,
Virtual Biorepository Email,Virtual Biorepository Email,study,study_meta,Study Page Codes,virtual-biorepository-email,Virtual Biorepository Email,https://includedcc.org/fhir/code-systems/study_page_codes,
Virtual Biorepository URL,Virtual Biorepository URL,study,study_meta,Study Page Codes,virtual-biorepository-url,Virtual Biorepository URL,https://includedcc.org/fhir/code-systems/study_page_codes,
Virtual Biorepository Readme,Virtual Biorepository Readme,study,study_meta,Study Page Codes,virtual-biorepository-readme,Virtual Biorepository Readme,https://includedcc.org/fhir/code-systems/study_page_codes,
Research Domain,Research Domain,study,study_meta,Study Page Codes,research-domain,Research Domain,https://includedcc.org/fhir/code-systems/study_page_codes,
Participant Lifespan Stage,Participant Lifespan Stage,study,study_meta,Study Page Codes,participant-lifespan-stage,Participant Lifespan Stage,https://includedcc.org/fhir/code-systems/study_page_codes,
Selection Criteria,Selection Criteria,study,study_meta,Study Page Codes,selection-criteria,Selection Criteria,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Design,Study Design,study,study_meta,Study Page Codes,study-design,Study Design,https://includedcc.org/fhir/code-systems/study_page_codes,
Clinical Data Source Type,Clinical Data Source Type,study,study_meta,Study Page Codes,clinical-data-source-type,Clinical Data Source Type,https://includedcc.org/fhir/code-systems/study_page_codes,
Expected Data Category,Expected Data Category,study,study_meta,Study Page Codes,expected-data-category,Expected Data Category,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Website,Study Website,study,study_meta,Study Page Codes,study-website,Study Website,https://includedcc.org/fhir/code-systems/study_page_codes,
dbGaP,dbGaP,study,study_meta,Study Page Codes,dbgap,dbGaP,https://includedcc.org/fhir/code-systems/study_page_codes,
Publication,Publication,study,study_meta,Study Page Codes,publication,Publication,https://includedcc.org/fhir/code-systems/study_page_codes,
Study Expected Number of Participants,Study Expected Number of Participants,study,study_meta,Study Page Codes,study-expected-number-of-participants,Study Expected Number of Participants,https://includedcc.org/fhir/code-systems/study_page_codes,
GUID type,GUID type,study,study_meta,Study Page Codes,guid-type,GUID type,https://includedcc.org/fhir/code-systems/study_page_codes,
INCLUDE,INCLUDE,study,study_meta,Study Program,include,INCLUDE,https://includedcc.org/fhir/code-systems/programs,
KF,KF,study,study_meta,Study Program,kf,Kids First,https://includedcc.org/fhir/code-systems/programs,
Behavior and Behavior Mechanisms,Behavior and Behavior Mechanisms,study,research_domain,Research Domain,D001520,Behavior and Behavior Mechanisms,urn:oid:2.16.840.1.113883.6.177,
Congenital Heart Defects,Congenital Heart Defects,study,research_domain,Research Domain,D006330,Congenital Heart Defects,urn:oid:2.16.840.1.113883.6.177,
Immune System Diseases,Immune System Diseases,study,research_domain,Research Domain,D007154,Immune System Diseases,urn:oid:2.16.840.1.113883.6.177,
Hematologic Diseases,Hematologic Diseases,study,research_domain,Research Domain,D006402,Hematologic Diseases,urn:oid:2.16.840.1.113883.6.177,
Sleep Wake Disorders,Sleep Wake Disorders,study,research_domain,Research Domain,D012893,Sleep Wake Disorders,urn:oid:2.16.840.1.113883.6.177,
All Co-occurring Conditions,All Co-occurring Conditions,study,research_domain,Research Domain,D013568,All Co-occurring Conditions,urn:oid:2.16.840.1.113883.6.177,
Fetal,Fetal,study,participant_lifespan_stage,Participant Lifespan Stage,fetal,Fetal,https://includedcc.org/fhir/code-systems/participant_lifespan_age,
Neonatal,Neonatal,study,participant_lifespan_stage,Participant Lifespan Stage,neonatal,Neonatal,https://includedcc.org/fhir/code-systems/participant_lifespan_age,
Pediatric,Pediatric,study,participant_lifespan_stage,Participant Lifespan Stage,pediatric,Pediatric,https://includedcc.org/fhir/code-systems/participant_lifespan_age,
Adult,Adult,study,participant_lifespan_stage,Participant Lifespan Stage,adult,Adult,https://includedcc.org/fhir/code-systems/participant_lifespan_age,
Medical Record,Medical Record,study,clinical_data_source_type,Clinical Data Source Type,medical-record,Medical Record,https://includedcc.org/fhir/code-systems/clinical_data_source_types,
Investigator Assessment,Investigator Assessment,study,clinical_data_source_type,Clinical Data Source Type,investigator-assessment,Investigator Assessment,https://includedcc.org/fhir/code-systems/clinical_data_source_types,
Participant or Caregiver Report,Participant or Caregiver Report,study,clinical_data_source_type,Clinical Data Source Type,participant-or-caregiver-report,Participant or Caregiver Report,https://includedcc.org/fhir/code-systems/clinical_data_source_types,
Other,Other,study,clinical_data_source_type,Clinical Data Source Type,other,Other,https://includedcc.org/fhir/code-systems/clinical_data_source_types,
Unknown,Unknown,study,clinical_data_source_type,Clinical Data Source Type,unknown,Unknown,https://includedcc.org/fhir/code-systems/clinical_data_source_types,
Unharmonized Demographic/Clinical Data,Unharmonized Demographic/Clinical Data,study,expected_data_category,Expected Data Category,unharmonized-demographic/clinical-data,Unharmonized Demographic/Clinical Data,https://includedcc.org/fhir/code-systems/expected_data_category,
Harmonized Demographic/Clinical Data,Harmonized Demographic/Clinical Data,study,expected_data_category,Expected Data Category,Harmonized Demographic/Clinical Data,Harmonized Demographic/Clinical Data,https://includedcc.org/fhir/code-systems/expected_data_category,
Genomics,Genomics,study,expected_data_category,Expected Data Category,genomics,Genomics,https://includedcc.org/fhir/code-systems/expected_data_category,
Transcriptomics,Transcriptomics,study,expected_data_category,Expected Data Category,transcriptomics,Transcriptomics,https://includedcc.org/fhir/code-systems/expected_data_category,
Proteomics,Proteomics,study,expected_data_category,Expected Data Category,proteomics,Proteomics,https://includedcc.org/fhir/code-systems/expected_data_category,
Metabolomics,Metabolomics,study,expected_data_category,Expected Data Category,metabolomics,Metabolomics,https://includedcc.org/fhir/code-systems/expected_data_category,
Cognitive/Behavioral,Cognitive/Behavioral,study,expected_data_category,Expected Data Category,cognitive/behavioral,Cognitive/Behavioral,https://includedcc.org/fhir/code-systems/expected_data_category,
Immune Maps,Immune Maps,study,expected_data_category,Expected Data Category,immune-maps,Immune Maps,https://includedcc.org/fhir/code-systems/expected_data_category,
Imaging,Imaging,study,expected_data_category,Expected Data Category,imaging,Imaging,https://includedcc.org/fhir/code-systems/expected_data_category,
Microbiome,Microbiome,study,expected_data_category,Expected Data Category,microbiome,Microbiome,https://includedcc.org/fhir/code-systems/expected_data_category,
Other,Other,study,expected_data_category,Expected Data Category,other,Other,https://includedcc.org/fhir/code-systems/expected_data_category,
Proband,Proband,Participant,Family Membership,Family Membership,C64435,Proband,http://purl.obolibrary.org/obo/ncit.owl
Father,Father,Participant,Family Membership,Family Membership,C25174,Father,http://purl.obolibrary.org/obo/ncit.owl,
Mother,Mother,Participant,Family Membership,Family Membership,C25189,Mother,http://purl.obolibrary.org/obo/ncit.owl,
Sibling,Sibling,Participant,Family Membership,Family Membership,C25204,Sibling,http://purl.obolibrary.org/obo/ncit.owl,
Other relative,Other relative,Participant,Family Membership,Family Membership,C21480,Other relative,http://purl.obolibrary.org/obo/ncit.owl,
Unrelated control,Unrelated control,Participant,Family Membership,Family Membership,C25328,Unrelated control,http://purl.obolibrary.org/obo/ncit.owl,
